Domain Name,Sub Domain Name,Table/View Name,Column Name,Data Type
Vendor Management,,EnricoPermission,Name,nvarchar
Vendor Management,,EnricoPermission,Description,nvarchar
Vendor Management,,EnricoPermission,IsActive,bit
Vendor Management,,EnricoPermission,IsDeleted,bit
Vendor Management,,EnricoPermissionsOnBusinessRoles,Id,uniqueidentifier
Vendor Management,,EnricoPermissionsOnBusinessRoles,EntityId,uniqueidentifier
Vendor Management,,EnricoPermissionsOnBusinessRoles,BusinessRoleId,uniqueidentifier
Vendor Management,,EnricoPermissionsOnBusinessRoles,FeatureId,uniqueidentifier
Vendor Management,,EnricoPermissionsOnBusinessRoles,PermissionId,int
Vendor Management,,EnricoPermissionsOnBusinessRoles,PermissionStatus,bit
Vendor Management,,EnricoPermissionsOnBusinessRoles,CreatedOn,datetimeoffset
Vendor Management,,EnricoPermissionsOnBusinessRoles,CreatedBy,nvarchar
Vendor Management,,EnricoPermissionsOnBusinessRoles,ModifiedOn,datetimeoffset
Vendor Management,,EnricoPermissionsOnBusinessRoles,ModifiedBy,nvarchar
Vendor Management,,EnricoPermissionsOnBusinessRoles,IsDeleted,bit
Vendor Management,,EnricoUsers,Ntid,nvarchar
Vendor Management,,EnricoUsers,EmployeeNumber,bigint
Vendor Management,,EnricoUsers,Name,nvarchar
Vendor Management,,EnricoUsers,GroupCode,nvarchar
Vendor Management,,EnricoUsers,DeptCode,nvarchar
Vendor Management,,EnricoUsers,Email,nvarchar
Vendor Management,,EnricoUsers,JoinDate,date
Vendor Management,,EnricoUsers,LastModifiedDate,date
Vendor Management,,EnricoUsers,CreatedDate,date
Vendor Management,,EnricoUsers,EmployeeLocation,bigint
Vendor Management,,EnricoUsers,EmployeeCatGroup,smallint
Vendor Management,,EnricoUsers,EmployeeCatSubGroup,smallint
Vendor Management,,EnricoUsers,EmployeeStatus,smallint
Vendor Management,,EnricoUsers,CostCenter,nvarchar
Vendor Management,,EnricoUsers,EmployeeSubLocationCode,nvarchar
Vendor Management,,EnricoUsers,GID,nvarchar
Vendor Management,,EnricoUsers,FirstName,nvarchar
Vendor Management,,EnricoUsers,LastName,nvarchar
Vendor Management,,EnricoUsers,HRBPGID,nvarchar
Vendor Management,,EnricoUsers,BusinessArea,nvarchar
Vendor Management,,EnricoUsers,CompanyCode,nvarchar
Vendor Management,,EnricoUsers,EmployeeRole,nvarchar
Vendor Management,,EnricoUsersInBusinessRoles,Id,uniqueidentifier
Vendor Management,,EnricoUsersInBusinessRoles,EntityId,uniqueidentifier
Vendor Management,,EnricoUsersInBusinessRoles,BusinessRoleId,uniqueidentifier
Vendor Management,,EnricoUsersInBusinessRoles,BusinessUserNTID,nvarchar
Vendor Management,,EnricoUsersInBusinessRoles,BusinessUserStatus,bit
Vendor Management,,EnricoUsersInBusinessRoles,CreatedOn,datetimeoffset
Vendor Management,,EnricoUsersInBusinessRoles,CreatedBy,nvarchar
Vendor Management,,EnricoUsersInBusinessRoles,ModifiedOn,datetimeoffset
Vendor Management,,EnricoUsersInBusinessRoles,ModifiedBy,nvarchar
Vendor Management,,EnricoUsersInBusinessRoles,IsDeleted,bit
Vendor Management,,EscalationLevel,Id,uniqueidentifier
Vendor Management,,EscalationLevel,EscalationLevelValue,nvarchar
Vendor Management,,ExitReasonMaster,Id,int
Vendor Management,,ExitReasonMaster,ExitReason,nvarchar
Vendor Management,,ExitReasonMaster,CreatedOn,datetimeoffset
Vendor Management,,ExitReasonMaster,CreatedBy,nvarchar
Vendor Management,,ExitReasonMaster,ModifiedOn,datetimeoffset
Vendor Management,,ExitReasonMaster,ModifiedBy,nvarchar
Vendor Management,,ExitReasonMaster,IsDeleted,bit
Vendor Management,,ExitReasonMaster,Version,timestamp
Vendor Management,,FixedHoliday,Id,uniqueidentifier
Vendor Management,,FixedHoliday,CompanyCode,nvarchar
Vendor Management,,FixedHoliday,Location,nvarchar
Vendor Management,,FixedHoliday,HolidayDate,datetime
Vendor Management,,FixedHoliday,HolidayName,nvarchar
Vendor Management,,FixedHoliday,CreatedOn,datetimeoffset
Vendor Management,,FixedHoliday,CreatedBy,nvarchar
Vendor Management,,FixedHoliday,ModifiedOn,datetimeoffset
Vendor Management,,FixedHoliday,ModifiedBy,nvarchar
Vendor Management,,FixedHoliday,IsDeleted,bit
Vendor Management,,FundCenters,Id,uniqueidentifier
Vendor Management,,FundCenters,Fmarea,nvarchar
Vendor Management,,FundCenters,FundCenter,nvarchar
Vendor Management,,FundCenters,FundCenterName,nvarchar
Vendor Management,,FundCenters,Description,nvarchar
Vendor Management,,FundCenters,ValidFrom,datetime
Vendor Management,,FundCenters,ValidTo,datetime
Vendor Management,,FundCenters,Source,nvarchar
Vendor Management,,FundCenters,CreatedOn,datetimeoffset
Vendor Management,,FundCenters,CreatedBy,nvarchar
Vendor Management,,FundCenters,ModifiedOn,datetimeoffset
Vendor Management,,FundCenters,ModifiedBy,nvarchar
Vendor Management,,FundCenters,IsDeleted,bit
Vendor Management,,FundCenters,Version,timestamp
Vendor Management,,FundCenters,Imported,bit
Vendor Management,,FundCenters,IsActive,bit
Vendor Management,,FundCenters,BusinessArea,nvarchar
Vendor Management,,FundCenters,CompanyCode,nvarchar
Vendor Management,,FundCenters,EnteredOn,datetime
Vendor Management,,FundCenters,ChangedOn,datetime
Vendor Management,,FundCodeDetails,id,uniqueidentifier
Vendor Management,,FundCodeDetails,fundcode,varchar
Vendor Management,,FundCodeDetails,createdOn,datetime
Vendor Management,,FundCodeDetails,createdBy,varchar
Vendor Management,,FundsCenterMaster,Id,bigint
Vendor Management,,FundsCenterMaster,FMArea,nvarchar
Vendor Management,,FundsCenterMaster,FundCentre,nvarchar
Vendor Management,,FundsCenterMaster,FundCentreName,nvarchar
Vendor Management,,FundsCenterMaster,Description,nvarchar
Vendor Management,,FundsCenterMaster,ValidFrom,datetime2
Vendor Management,,FundsCenterMaster,ValidTo,datetime2
Vendor Management,,FundsCenterMaster,Source,nvarchar
Vendor Management,,FundsCenterMaster,IsActive,bit
Vendor Management,,FundsCenterMaster,CreatedOn,datetime2
Vendor Management,,FundsCenterMaster,CreatedBy,nvarchar
Vendor Management,,FundsCenterMaster,ModifiedOn,datetime2
Vendor Management,,FundsCenterMaster,ModifiedBy,nvarchar
Vendor Management,,GradeDetails,Id,int
Vendor Management,,GradeDetails,Grade,nvarchar
Vendor Management,,GradeDetails,CreatedOn,datetimeoffset
Vendor Management,,GradeDetails,CreatedBy,nvarchar
Vendor Management,,GradeDetails,ModifiedOn,datetimeoffset
Vendor Management,,GradeDetails,ModifiedBy,nvarchar
Vendor Management,,GradeDetails,IsDeleted,bit
Vendor Management,,GradeDetails,Version,timestamp
Vendor Management,,InterfaceClientApps,Id,uniqueidentifier
Vendor Management,,InterfaceClientApps,ClientName,nvarchar
Vendor Management,,InterfaceClientApps,Secret,nvarchar
Vendor Management,,InterfaceClientApps,CreatedOn,datetimeoffset
Vendor Management,,InterfaceClientApps,CreatedBy,nvarchar
Vendor Management,,InterfaceClientApps,ModifiedOn,datetimeoffset
Vendor Management,,InterfaceClientApps,ModifiedBy,nvarchar
Vendor Management,,InterfaceClientApps,Version,timestamp
Vendor Management,,InterfaceLogs,Id,int
Vendor Management,,InterfaceLogs,Message,nvarchar
Vendor Management,,InterfaceLogs,Level,nvarchar
Vendor Management,,InterfaceLogs,TimeStamp,datetime2
Vendor Management,,InterfaceLogs,Properties,xml
Vendor Management,,InterfaceLogs,MessageTemplate,nvarchar
Vendor Management,,InterfaceLogs,Exception,nvarchar
Vendor Management,,InterfaceLogs,LogEvent,nvarchar
Vendor Management,,Logs,Id,uniqueidentifier
Vendor Management,,Logs,Message,nvarchar
Vendor Management,,Logs,Level,nvarchar
Vendor Management,,Logs,TimeStamp,datetime2
Vendor Management,,Logs,Properties,xml
Vendor Management,,Logs,MessageTemplate,nvarchar
Vendor Management,,Logs,Exception,nvarchar
Vendor Management,,Logs,LogEvent,nvarchar
Vendor Management,,MasterAccessoriesSPOC,Id,uniqueidentifier
Vendor Management,,MasterAccessoriesSPOC,CompanyId,uniqueidentifier
Vendor Management,,MasterAccessoriesSPOC,PlantId,uniqueidentifier
Vendor Management,,MasterAccessoriesSPOC,SpocName,nvarchar
Vendor Management,,MasterAccessoriesSPOC,ValidityStart,datetime
Vendor Management,,MasterAccessoriesSPOC,ValidityEnd,datetime
Vendor Management,,MasterAccessoriesSPOC,CreatedOn,datetimeoffset
Vendor Management,,MasterAccessoriesSPOC,CreatedBy,nvarchar
Vendor Management,,MasterAccessoriesSPOC,ModifiedOn,datetimeoffset
